CMDLINE ./parallel_webparser 16 https://www.kabum.com.br/computadores/computador-gamer
MEM 1.855469 1540186081.5035
MEM 12.328125 1540186081.6040
MEM 12.328125 1540186081.7045
MEM 15.933594 1540186081.8049
MEM 29.015625 1540186081.9053
MEM 29.015625 1540186082.0058
MEM 29.789062 1540186082.1062
MEM 33.421875 1540186082.2067
MEM 33.421875 1540186082.3071
MEM 35.480469 1540186082.4075
MEM 38.597656 1540186082.5078
MEM 39.113281 1540186082.6084
MEM 39.113281 1540186082.7088
MEM 40.914062 1540186082.8092
MEM 45.285156 1540186082.9096
MEM 46.574219 1540186083.0100
MEM 47.089844 1540186083.1105
MEM 48.121094 1540186083.2110
MEM 48.121094 1540186083.3114
MEM 48.121094 1540186083.4119
MEM 48.121094 1540186083.5123
MEM 48.378906 1540186083.6129
MEM 48.378906 1540186083.7134
MEM 48.636719 1540186083.8140
MEM 48.894531 1540186083.9144
MEM 48.894531 1540186084.0151
MEM 53.824219 1540186084.1155
MEM 53.824219 1540186084.2160
MEM 53.824219 1540186084.3165
MEM 53.824219 1540186084.4169
MEM 54.082031 1540186084.5174
MEM 55.367188 1540186084.6179
MEM 64.226562 1540186084.7184
MEM 67.371094 1540186084.8187
MEM 67.371094 1540186084.9192
MEM 67.371094 1540186085.0197
MEM 70.984375 1540186085.1201
MEM 77.257812 1540186085.2205
MEM 77.257812 1540186085.3210
MEM 77.257812 1540186085.4214
MEM 78.121094 1540186085.5218
MEM 78.121094 1540186085.6223
MEM 78.121094 1540186085.7228
MEM 78.121094 1540186085.8235
MEM 78.121094 1540186085.9240
MEM 78.121094 1540186086.0246
MEM 78.121094 1540186086.1251
MEM 78.339844 1540186086.2255
MEM 79.371094 1540186086.3262
MEM 79.371094 1540186086.4269
MEM 79.371094 1540186086.5276
MEM 79.371094 1540186086.6284
